"KPI","mean_pooled","mean_separate","mean_difference","lb_interval","ub_interval","P_pooled_better"
"Avg_Access_time_days",1.13057047376307,2.4566874888941,-1.32611701513103,-2.05452889447236,-0.649291460571949,100
"Avg_Overtime_amount",0.000433469178492859,0.00115892885119197,-0.000725459672699107,-0.00411381618962503,0.00142794479626424,69.2
"Avg_Waiting_room_delay",0.0416800128563974,0.0623494747507704,-0.020669461894373,-0.0474403215858418,0.00702069065760714,93
"Fraction_overtime",0.00225874217272036,0.00355883954085426,-0.00130009736813389,-0.00837182690637728,0.00530135600839077,55.8
