"run","KPI","pooled","separate","difference"
64,"Avg_Access_time_days",1.22300884955752,2.73274336283186,-1.50973451327434
64,"Fraction_overtime",0.00176991150442478,0.00530973451327434,-0.00353982300884956
64,"Avg_Overtime_amount",0.000395783000724926,0.00380258620447601,-0.00340680320375108
65,"Avg_Waiting_room_delay",0.0479364591383396,0.0407175141211968,0.00721894501714278
65,"Avg_Access_time_days",1.17190388170055,1.90018484288355,-0.728280961182995
65,"Fraction_overtime",0.00369685767097967,0,0.00369685767097967
65,"Avg_Overtime_amount",0.00143569549233719,0,0.00143569549233719
66,"Avg_Waiting_room_delay",0.0407025464110055,0.0512484720198994,-0.0105459256088939
66,"Avg_Access_time_days",1.11454545454545,2.23636363636364,-1.12181818181818
66,"Fraction_overtime",0,0,0
66,"Avg_Overtime_amount",0,0,0
